UDI,Product Name,Type of Analysis,Instrument ID,Room Air temperature [K],Instrument temperature [K],Instrument Usage_hours,Runs_since_PM,Component_age_days,Days_since_last_PM,PM_overdue_flag,Room_temp_stability_issue,Power_fluctuation_flag,Minor_alarm_counts,Past_incidents_count,Date of Observation
5951,Ibuprofen,Assay,UV Spec-7,300.7,310.8,99,165,652,154,0,0,0,6,1,03-02-2026
5952,Clopidogrel,Dissolution,HPLC-1,300.7,310.9,1919,306,545,68,0,0,0,3,5,02-01-2026
5953,Ibuprofen,Dissolution,Disso-6,300.7,310.8,314,496,387,84,1,0,0,9,2,21-03-2026
5954,Diazepam,Dissolution,UV Spec-10,300.7,310.9,1017,208,204,29,0,0,0,3,4,26-02-2026
5955,Diazepam,Relative Substance,HPLC-1,300.8,310.9,128,227,210,142,0,0,0,3,4,14-02-2026
5956,Diazepam,Dissolution,Disso-1,300.7,310.8,1681,207,205,106,0,0,0,5,5,24-12-2025
5957,Ibuprofen,Dissolution,Disso-4,300.7,310.9,359,109,463,136,1,0,1,10,0,23-02-2026
5958,Atorvastatin,UV Spec,Disso-7,300.7,310.9,491,303,762,78,0,1,0,6,4,09-03-2026
5959,Diazepam,Relative Substance,Disso-6,300.6,310.8,520,138,316,124,0,0,0,6,4,21-03-2026
5960,Ibuprofen,Dissolution,UV Spec-11,300.6,310.8,1602,191,633,133,0,0,1,3,0,24-01-2026
5961,Atorvastatin,Assay,UV Spec-7,300.5,310.7,1892,233,725,27,0,0,0,8,2,20-01-2026
5962,Atorvastatin,UV Spec,Disso-7,300.3,310.7,319,77,224,160,0,1,0,7,0,03-02-2026
5963,Clopidogrel,UV Spec,IR-2,300.5,310.8,1380,244,108,162,1,0,0,2,4,17-03-2026
5964,Clopidogrel,UV Spec,HPLC-3,300.4,310.7,560,90,96,23,1,0,0,5,4,12-01-2026
5965,Atorvastatin,UV Spec,UV Spec-10,300.5,310.8,1271,382,849,140,0,0,0,7,2,26-02-2026
5966,Ibuprofen,Assay,IR-3,300.5,310.9,596,217,282,33,0,0,0,3,3,07-02-2026
5967,Atorvastatin,Relative Substance,UV Spec-2,300.4,310.8,1698,5,813,146,1,0,0,4,4,02-02-2026
5968,Atorvastatin,Assay,IR-2,300.4,310.8,1023,294,114,157,0,0,0,9,5,18-02-2026
5969,Clopidogrel,Relative Substance,IR-3,300.4,310.8,1158,169,313,7,0,0,0,9,5,24-12-2025
5970,Diclofenac,Assay,HPLC-7,300.4,310.8,117,492,385,97,0,0,0,10,0,14-02-2026
5971,Ibuprofen,UV Spec,IR-1,300.4,310.8,415,329,314,80,1,0,0,7,0,27-12-2025
5972,Clopidogrel,Assay,UV Spec-9,300.5,310.8,1192,468,418,35,0,0,0,6,1,21-12-2025
5973,Atorvastatin,UV Spec,Disso-2,300.5,310.8,129,348,680,57,0,0,0,9,1,08-02-2026
5974,Clopidogrel,Relative Substance,HPLC-4,300.5,310.8,1373,474,788,7,0,0,0,4,0,19-03-2026
5975,Ibuprofen,Assay,Disso-2,300.5,310.7,1126,281,597,143,1,0,0,0,1,13-03-2026
5976,Diclofenac,UV Spec,HPLC-3,300.5,310.7,180,358,171,1,0,0,0,8,0,24-01-2026
5977,Diclofenac,Relative Substance,Disso-4,300.5,310.6,129,77,95,156,0,0,0,7,0,26-02-2026
5978,Diclofenac,Relative Substance,IR-2,300.6,310.7,254,485,63,74,0,0,0,4,4,31-01-2026
5979,Atorvastatin,Relative Substance,UV Spec-6,300.5,310.6,389,306,282,106,0,0,0,6,0,22-12-2025
5980,Clopidogrel,Relative Substance,IR-1,300.6,310.7,625,458,325,57,0,0,0,8,1,03-03-2026
5981,Ibuprofen,Assay,IR-3,300.6,310.7,669,293,274,21,0,0,0,2,5,14-01-2026
5982,Diclofenac,Dissolution,IR-2,300.7,310.7,1581,477,278,140,0,0,0,1,0,18-01-2026
5983,Diclofenac,UV Spec,Disso-2,300.7,310.8,1629,35,301,89,1,0,0,2,0,15-01-2026
5984,Diclofenac,UV Spec,Disso-2,300.8,310.8,1903,418,147,11,1,1,0,1,5,17-03-2026
5985,Clopidogrel,Dissolution,Disso-4,300.7,310.8,1134,207,185,158,0,0,0,3,1,14-03-2026
5986,Diazepam,Relative Substance,Disso-1,300.7,310.7,397,310,225,75,1,0,0,7,3,03-01-2026
5987,Atorvastatin,Relative Substance,Disso-6,300.6,310.7,597,125,157,163,0,0,0,0,1,03-03-2026
5988,Clopidogrel,Relative Substance,IR-1,300.7,310.8,1430,403,78,67,0,0,0,1,3,07-02-2026
5989,Diclofenac,UV Spec,UV Spec-1,300.7,310.8,1729,386,465,98,1,0,0,4,3,04-01-2026
5990,Diclofenac,UV Spec,Disso-2,300.7,310.7,1318,98,359,5,0,0,0,10,2,21-03-2026
5991,Atorvastatin,UV Spec,UV Spec-11,300.7,310.7,1551,243,636,175,0,0,0,7,2,03-03-2026
5992,Diazepam,Dissolution,HPLC-7,300.7,310.7,1441,460,703,38,0,0,0,6,1,05-01-2026
5993,Ibuprofen,Assay,UV Spec-4,300.7,310.6,1580,149,741,30,1,1,0,7,1,17-03-2026
5994,Diazepam,UV Spec,Disso-5,300.7,310.6,985,408,601,124,1,0,0,10,3,15-01-2026
5995,Clopidogrel,Dissolution,HPLC-7,300.6,310.4,1025,242,512,120,0,0,0,5,3,01-01-2026
5996,Clopidogrel,Assay,HPLC-5,300.6,310.3,1537,45,417,14,0,0,0,5,0,13-02-2026
5997,Clopidogrel,Dissolution,UV Spec-11,300.5,310.2,1227,329,877,35,0,0,1,4,3,21-03-2026
5998,Atorvastatin,Assay,HPLC-7,300.5,310.2,172,121,499,79,0,0,0,5,3,10-03-2026
5999,Atorvastatin,UV Spec,IR-3,300.4,310.2,975,280,833,65,0,0,1,7,3,14-03-2026
6000,Ibuprofen,UV Spec,UV Spec-5,300.4,310.2,1454,290,383,66,0,0,0,9,1,18-03-2026
6001,Clopidogrel,UV Spec,IR-3,300.4,310.2,749,153,715,125,0,0,0,2,5,26-02-2026
6002,Diclofenac,UV Spec,UV Spec-11,300.4,310.2,1196,267,167,100,0,0,0,7,1,25-02-2026
6003,Ibuprofen,Relative Substance,UV Spec-10,300.5,310.3,287,474,286,156,0,0,0,2,4,12-01-2026
6004,Diclofenac,UV Spec,Disso-2,300.4,310.2,1154,122,309,75,0,0,0,9,4,07-02-2026
6005,Diclofenac,UV Spec,Disso-4,300.5,310.4,110,225,124,50,0,0,0,8,4,07-02-2026
6006,Diazepam,Dissolution,Disso-5,300.6,310.5,227,75,525,91,0,0,1,4,2,22-12-2025
6007,Ibuprofen,Assay,HPLC-6,300.6,310.5,394,185,722,10,1,0,0,10,0,01-03-2026
6008,Diclofenac,Assay,HPLC-5,300.7,310.6,1860,412,532,7,0,0,0,2,0,22-02-2026
6009,Clopidogrel,UV Spec,Disso-1,300.7,310.7,408,187,523,67,0,0,0,0,1,28-02-2026
6010,Atorvastatin,Dissolution,Disso-1,300.6,310.6,87,349,514,135,1,0,0,9,1,27-01-2026
6011,Diazepam,UV Spec,UV Spec-3,300.7,310.7,1451,385,401,94,0,1,0,10,0,18-01-2026
6012,Diazepam,UV Spec,Disso-1,300.8,310.8,1262,9,103,143,1,0,0,7,4,24-12-2025
6013,Diclofenac,UV Spec,HPLC-4,300.8,310.9,1701,267,883,45,0,0,0,8,2,09-02-2026
6014,Diazepam,Assay,UV Spec-2,300.7,310.8,547,478,377,101,0,0,0,1,1,11-02-2026
6015,Atorvastatin,Assay,HPLC-6,300.8,310.8,985,323,444,168,0,0,0,7,2,13-02-2026
6016,Atorvastatin,Assay,HPLC-1,300.8,310.8,841,10,356,100,0,0,0,7,5,14-01-2026
6017,Atorvastatin,UV Spec,IR-2,300.7,310.7,1664,66,190,141,0,1,0,5,4,20-03-2026
6018,Clopidogrel,UV Spec,Disso-6,300.8,310.9,992,385,754,71,0,1,0,2,3,31-01-2026
6019,Ibuprofen,Relative Substance,UV Spec-9,300.8,310.9,1459,472,281,56,0,0,0,2,2,09-01-2026
6020,Diclofenac,Dissolution,HPLC-3,300.7,310.8,196,92,236,112,1,0,0,5,4,23-02-2026
6021,Clopidogrel,UV Spec,IR-3,300.7,310.8,1045,74,80,174,0,0,0,4,0,09-02-2026
6022,Atorvastatin,Relative Substance,HPLC-6,300.7,310.8,1857,74,746,145,0,1,0,6,1,15-03-2026
6023,Atorvastatin,Dissolution,IR-3,300.7,310.9,781,396,271,28,0,0,0,5,3,16-01-2026
6024,Diazepam,Dissolution,HPLC-7,300.7,310.9,194,298,30,9,0,0,0,5,5,27-01-2026
6025,Diazepam,Dissolution,IR-2,300.7,310.9,693,471,479,138,0,0,0,9,4,02-02-2026
6026,Clopidogrel,Assay,IR-1,300.7,311,459,375,235,65,0,0,0,7,3,28-12-2025
6027,Diclofenac,Dissolution,Disso-2,300.7,311,923,401,74,116,0,0,0,2,5,22-01-2026
6028,Clopidogrel,UV Spec,IR-3,300.7,311,1848,111,179,126,0,0,0,3,2,07-03-2026
6029,Ibuprofen,Relative Substance,Disso-6,300.6,310.9,56,297,465,16,0,0,0,2,5,13-03-2026
6030,Ibuprofen,UV Spec,HPLC-5,300.7,310.8,1398,94,38,131,1,0,0,5,5,03-01-2026
6031,Diazepam,Dissolution,IR-2,300.6,310.7,516,15,627,7,0,0,0,5,1,27-02-2026
6032,Diazepam,Dissolution,UV Spec-7,300.6,310.7,1048,149,236,141,0,0,0,0,5,10-01-2026
6033,Diazepam,UV Spec,UV Spec-3,300.7,310.8,300,47,381,30,0,0,0,0,3,18-03-2026
6034,Diclofenac,UV Spec,IR-1,300.6,310.9,229,411,105,13,0,0,0,4,4,20-02-2026
6035,Diclofenac,Dissolution,HPLC-5,300.6,310.8,757,441,455,164,0,0,0,0,3,10-01-2026
6036,Atorvastatin,Assay,HPLC-6,300.6,310.9,1336,107,401,75,0,0,0,0,0,26-01-2026
6037,Clopidogrel,UV Spec,UV Spec-6,300.6,311,594,274,48,82,0,0,0,1,2,26-01-2026
6038,Diazepam,Relative Substance,Disso-5,300.7,311.1,752,110,313,34,0,0,0,5,0,29-01-2026
6039,Ibuprofen,UV Spec,HPLC-1,300.7,311,533,257,59,175,0,0,0,2,5,09-03-2026
6040,Clopidogrel,Assay,UV Spec-2,300.6,310.9,1802,88,328,154,1,0,0,5,4,23-01-2026
6041,Diclofenac,Assay,HPLC-4,300.7,311.1,1924,253,396,98,1,0,0,1,3,07-02-2026
6042,Ibuprofen,Dissolution,Disso-5,300.7,311,1472,212,600,47,0,0,0,5,0,18-03-2026
6043,Diclofenac,UV Spec,UV Spec-9,300.8,311,1837,449,104,14,0,0,0,10,4,27-02-2026
6044,Atorvastatin,Assay,IR-1,300.7,310.9,164,147,715,76,1,0,0,10,5,11-03-2026
6045,Atorvastatin,Dissolution,UV Spec-6,300.8,310.9,938,409,222,14,1,0,0,6,1,22-01-2026
6046,Diclofenac,UV Spec,HPLC-4,300.8,310.9,779,354,214,6,0,0,1,8,0,24-02-2026
6047,Clopidogrel,Relative Substance,Disso-4,300.9,311,142,420,187,149,0,0,0,4,5,21-12-2025
6048,Diclofenac,Assay,HPLC-3,300.9,311,1573,479,841,112,0,0,0,0,5,16-01-2026
6049,Diclofenac,Relative Substance,IR-3,300.9,311,1526,203,287,129,0,0,0,1,4,11-01-2026
6050,Atorvastatin,UV Spec,UV Spec-1,300.9,311,121,93,103,108,1,0,0,4,5,22-01-2026
6051,Diazepam,Dissolution,IR-1,300.9,311.1,413,484,392,156,1,0,1,8,5,16-02-2026
6052,Atorvastatin,Assay,UV Spec-4,300.9,311,620,330,884,166,0,0,1,0,4,04-01-2026
6053,Diclofenac,Relative Substance,UV Spec-2,300.9,311,1497,293,649,21,0,0,0,4,0,22-01-2026
6054,Diclofenac,Dissolution,UV Spec-5,300.8,310.9,1377,208,368,49,0,0,0,5,3,26-02-2026
6055,Ibuprofen,Assay,HPLC-7,300.7,310.8,990,360,639,48,0,0,0,1,1,24-12-2025
6056,Diclofenac,Assay,UV Spec-5,300.7,310.8,1576,339,96,178,0,0,0,4,1,20-01-2026
6057,Diclofenac,UV Spec,UV Spec-4,300.8,310.8,1587,31,767,24,1,0,0,7,3,18-01-2026
6058,Ibuprofen,Dissolution,IR-2,300.8,310.8,1509,353,364,97,0,0,0,8,4,18-01-2026
6059,Atorvastatin,UV Spec,IR-2,300.9,310.9,878,269,83,171,1,0,0,8,2,02-03-2026
6060,Atorvastatin,Assay,HPLC-7,300.9,311,1936,186,428,175,0,0,0,10,2,18-03-2026
6061,Diazepam,Assay,UV Spec-1,301,311.1,753,335,627,144,0,0,0,8,3,07-03-2026
6062,Clopidogrel,UV Spec,IR-3,301.1,311.1,987,383,605,178,0,0,0,5,0,31-01-2026
6063,Ibuprofen,UV Spec,UV Spec-6,301.1,311.2,1622,500,873,80,0,0,0,5,4,10-03-2026
6064,Diazepam,Relative Substance,HPLC-6,301.1,311.1,1104,399,842,46,0,0,0,6,4,03-02-2026
6065,Diazepam,Assay,IR-2,301.1,311.1,1882,408,12,1,0,0,0,10,0,18-03-2026
6066,Diclofenac,UV Spec,IR-1,301,310.9,432,62,442,172,0,0,0,4,4,11-01-2026
6067,Ibuprofen,Relative Substance,Disso-7,301,311,871,198,442,66,0,0,0,3,2,01-03-2026
6068,Diclofenac,Relative Substance,IR-3,301,311,1663,153,883,118,0,0,0,6,4,02-01-2026
6069,Atorvastatin,Assay,Disso-2,301,310.9,890,144,748,61,1,0,0,9,0,21-02-2026
6070,Diazepam,Dissolution,Disso-6,300.9,310.9,1084,273,393,3,0,1,0,7,4,25-12-2025
6071,Diclofenac,Assay,UV Spec-7,300.9,310.9,709,307,592,109,0,0,0,1,5,21-02-2026
6072,Atorvastatin,Relative Substance,Disso-2,300.9,310.8,836,251,607,165,0,0,0,2,3,15-03-2026
6073,Diazepam,Relative Substance,IR-2,300.9,310.8,169,467,364,100,0,0,0,6,2,14-03-2026
6074,Clopidogrel,Relative Substance,Disso-3,300.9,310.8,417,339,703,82,1,0,0,9,5,19-03-2026
6075,Ibuprofen,Assay,Disso-5,301,310.8,116,267,437,115,0,0,0,0,0,02-03-2026
6076,Ibuprofen,Dissolution,IR-1,301,310.9,1109,162,35,98,0,1,0,8,3,25-12-2025
6077,Ibuprofen,Relative Substance,IR-3,301,310.9,395,244,314,73,0,0,0,10,5,03-01-2026
6078,Diazepam,UV Spec,IR-1,300.9,310.7,1045,495,61,95,0,0,0,6,1,17-01-2026
6079,Ibuprofen,Dissolution,Disso-4,300.8,310.7,360,52,834,136,0,0,0,8,0,12-02-2026
6080,Clopidogrel,Relative Substance,UV Spec-10,300.8,310.7,418,44,419,126,0,0,0,3,3,03-02-2026
6081,Atorvastatin,UV Spec,IR-2,300.9,310.7,1007,377,682,115,0,1,0,8,1,16-02-2026
6082,Ibuprofen,Dissolution,IR-2,300.9,310.7,1556,105,826,31,0,0,0,7,5,24-01-2026
6083,Clopidogrel,UV Spec,IR-3,300.9,310.7,1288,471,538,152,0,0,0,3,4,26-12-2025
6084,Atorvastatin,Relative Substance,IR-1,300.9,310.7,830,41,214,135,0,0,0,9,2,22-01-2026
6085,Diclofenac,Relative Substance,Disso-1,300.8,310.6,155,254,306,28,0,0,0,6,1,11-02-2026
6086,Diazepam,UV Spec,Disso-6,300.9,310.6,220,373,633,18,0,0,0,0,3,26-01-2026
6087,Ibuprofen,UV Spec,HPLC-1,300.9,310.8,948,382,545,137,0,0,0,1,3,23-01-2026
6088,Clopidogrel,Assay,Disso-1,300.9,310.8,112,391,222,5,0,0,0,7,4,21-01-2026
6089,Clopidogrel,UV Spec,IR-3,300.9,310.8,116,362,803,117,0,0,0,7,1,11-03-2026
6090,Ibuprofen,Assay,IR-1,300.9,310.7,687,121,118,123,0,0,0,8,5,08-01-2026
6091,Ibuprofen,UV Spec,UV Spec-2,300.9,310.8,1939,75,738,142,0,0,0,6,3,31-12-2025
6092,Ibuprofen,UV Spec,HPLC-5,300.9,310.7,1608,132,801,22,0,0,0,9,2,09-02-2026
6093,Diazepam,Relative Substance,Disso-7,300.9,310.7,631,85,152,54,0,0,0,6,2,03-01-2026
6094,Diclofenac,Dissolution,HPLC-2,301,310.8,711,423,538,91,0,0,0,5,0,03-02-2026
6095,Diazepam,Relative Substance,HPLC-1,300.9,310.8,805,67,38,17,0,0,0,5,3,16-02-2026
6096,Diclofenac,Assay,IR-3,300.9,310.7,1812,162,702,143,0,0,1,8,2,28-02-2026
6097,Diazepam,UV Spec,HPLC-1,300.8,310.7,552,260,829,136,0,0,0,0,3,19-01-2026
6098,Ibuprofen,Dissolution,Disso-7,300.9,310.8,1461,109,247,31,1,0,0,1,4,09-01-2026
6099,Clopidogrel,UV Spec,HPLC-5,300.8,310.7,415,425,100,167,0,0,0,2,1,16-03-2026
6100,Diazepam,Assay,IR-2,300.9,310.7,1539,156,686,169,0,0,0,3,0,04-03-2026
6101,Atorvastatin,UV Spec,IR-1,300.8,310.7,556,207,870,76,0,0,0,7,0,26-12-2025
6102,Diazepam,UV Spec,UV Spec-3,300.7,310.6,299,301,548,27,0,0,0,1,2,19-01-2026
6103,Ibuprofen,Assay,UV Spec-2,300.7,310.7,762,422,434,52,0,0,0,8,2,21-01-2026
6104,Diclofenac,UV Spec,HPLC-4,300.8,310.8,1888,500,415,70,0,0,0,8,1,22-02-2026
6105,Diazepam,Relative Substance,HPLC-6,300.8,310.8,1373,403,382,97,1,0,0,7,2,17-02-2026
6106,Clopidogrel,Assay,HPLC-5,300.8,310.9,978,426,133,136,0,0,0,10,4,02-01-2026
6107,Diazepam,Relative Substance,Disso-2,300.9,311,1949,110,723,17,0,0,0,6,3,06-01-2026
6108,Atorvastatin,Dissolution,UV Spec-7,300.9,311,792,158,549,53,0,0,0,6,5,04-01-2026
6109,Diazepam,Assay,HPLC-2,300.8,310.9,357,219,878,59,0,0,0,2,1,03-01-2026
6110,Atorvastatin,Relative Substance,Disso-1,300.8,310.9,1103,234,146,126,0,0,0,5,5,20-02-2026
6111,Clopidogrel,Assay,IR-2,300.7,310.8,1337,60,159,75,0,0,0,8,2,27-02-2026
6112,Atorvastatin,Dissolution,IR-1,300.7,310.8,638,6,879,126,0,0,1,8,1,20-03-2026
6113,Diclofenac,UV Spec,Disso-5,300.7,310.8,2000,84,159,140,0,0,0,5,3,20-02-2026
6114,Ibuprofen,Dissolution,IR-1,300.7,310.8,769,260,222,149,0,0,0,8,5,25-02-2026
6115,Clopidogrel,Relative Substance,HPLC-7,300.8,310.8,1664,151,639,121,0,0,0,8,3,03-02-2026
6116,Atorvastatin,Assay,UV Spec-4,300.8,310.9,1543,12,415,153,0,0,0,9,4,16-03-2026
6117,Atorvastatin,Dissolution,IR-1,300.8,310.9,1845,426,635,85,0,0,0,8,0,01-01-2026
6118,Diazepam,Assay,IR-2,300.8,311,1008,336,888,158,0,0,0,8,0,24-12-2025
6119,Ibuprofen,Dissolution,Disso-4,300.9,311.1,1000,63,802,41,0,0,0,2,5,13-01-2026
6120,Diclofenac,Assay,IR-2,300.9,311.1,331,363,150,45,0,0,0,1,5,26-12-2025
6121,Clopidogrel,Dissolution,HPLC-1,300.9,311.2,124,270,471,112,1,0,0,8,5,03-02-2026
6122,Atorvastatin,Assay,IR-3,300.9,311.1,1708,340,848,144,0,0,1,8,0,06-01-2026
6123,Ibuprofen,Dissolution,HPLC-4,301,311,88,424,335,35,0,0,0,7,3,05-02-2026
6124,Atorvastatin,Assay,IR-2,300.9,310.9,881,319,593,70,0,1,0,1,0,03-02-2026
6125,Ibuprofen,Relative Substance,UV Spec-10,300.9,310.9,1998,218,609,146,0,1,0,8,4,19-02-2026
6126,Diazepam,Assay,IR-1,300.9,310.9,1682,46,581,74,0,0,0,9,0,17-02-2026
6127,Clopidogrel,UV Spec,UV Spec-7,300.9,310.9,1246,335,70,164,1,0,0,3,1,03-03-2026
6128,Diclofenac,Dissolution,HPLC-3,300.9,310.9,1856,195,314,124,0,0,0,1,2,01-01-2026
6129,Diclofenac,Relative Substance,IR-3,300.9,311,607,112,447,131,0,0,0,4,2,25-01-2026
6130,Ibuprofen,Relative Substance,Disso-3,301,311,552,489,314,23,0,1,0,3,5,14-03-2026
6131,Diclofenac,Dissolution,HPLC-6,301,310.9,1113,118,231,147,0,0,0,3,1,05-02-2026
6132,Ibuprofen,Assay,HPLC-2,301,311,1060,69,629,77,0,0,0,9,0,25-12-2025
6133,Clopidogrel,Relative Substance,HPLC-3,301.1,311.1,650,254,864,110,0,0,0,3,0,02-02-2026
6134,Atorvastatin,Dissolution,IR-2,301.1,311.1,1847,251,71,35,0,0,0,8,1,07-03-2026
6135,Diazepam,Relative Substance,HPLC-7,301,311,387,185,572,67,1,0,0,3,1,31-01-2026
6136,Ibuprofen,UV Spec,Disso-7,301,310.9,993,374,817,55,0,0,1,6,0,24-02-2026
6137,Diazepam,Assay,Disso-1,300.9,310.8,1742,345,280,62,0,0,0,10,4,30-12-2025
6138,Diclofenac,Relative Substance,IR-1,300.9,310.8,1656,45,600,16,0,0,0,6,1,11-01-2026
6139,Diclofenac,Dissolution,Disso-3,300.8,310.7,1415,184,257,22,0,0,0,7,0,28-01-2026
6140,Atorvastatin,Assay,HPLC-3,300.8,310.7,1912,313,353,169,0,0,0,6,3,03-02-2026
6141,Ibuprofen,Relative Substance,HPLC-3,300.8,310.7,148,65,385,134,0,1,0,1,4,30-01-2026
6142,Diclofenac,Dissolution,UV Spec-1,300.8,310.8,1696,214,33,176,0,0,0,7,4,23-12-2025
6143,Atorvastatin,Relative Substance,UV Spec-7,300.9,310.9,1798,134,626,147,1,0,0,5,1,19-01-2026
6144,Diclofenac,UV Spec,HPLC-4,301,310.9,369,68,519,137,0,0,0,3,3,31-12-2025
6145,Clopidogrel,Assay,Disso-5,301.1,311.1,1883,473,808,131,0,0,0,0,5,08-01-2026
6146,Diclofenac,Assay,UV Spec-11,301.1,311.1,65,442,210,103,0,1,0,10,5,28-02-2026
6147,Clopidogrel,Dissolution,HPLC-1,301.1,311.1,106,397,355,175,0,0,0,10,3,14-02-2026
6148,Clopidogrel,Dissolution,IR-3,301.1,311.1,1462,437,162,156,0,0,0,4,5,01-02-2026
6149,Diazepam,Dissolution,IR-1,301.1,311.2,267,281,546,115,1,0,0,6,1,05-03-2026
6150,Diclofenac,UV Spec,UV Spec-6,301,311.1,275,301,602,24,0,0,0,7,3,04-01-2026
6151,Ibuprofen,Assay,HPLC-5,301.1,311.1,403,375,466,97,0,0,0,5,1,07-02-2026
6152,Ibuprofen,Dissolution,HPLC-2,301.1,311.2,1127,100,625,83,0,0,0,10,4,02-02-2026
6153,Ibuprofen,Dissolution,IR-1,301.1,311.1,1969,384,112,129,0,1,0,6,1,26-12-2025
6154,Clopidogrel,Relative Substance,Disso-1,301,311.1,506,310,493,91,0,1,0,4,3,12-03-2026
6155,Ibuprofen,Dissolution,Disso-5,301,310.9,893,468,691,145,0,0,0,4,2,20-03-2026
6156,Atorvastatin,UV Spec,HPLC-7,301,311,230,425,534,94,0,1,0,8,2,03-01-2026
6157,Ibuprofen,Dissolution,IR-2,301.1,311.1,1436,113,188,147,1,0,0,1,5,20-03-2026
6158,Clopidogrel,UV Spec,HPLC-4,301.1,311.2,191,406,854,72,0,1,0,10,2,16-01-2026
6159,Diazepam,Assay,UV Spec-8,301.1,311,586,213,15,131,1,0,0,7,2,04-01-2026
6160,Clopidogrel,Dissolution,IR-3,301,311,1759,374,454,65,0,0,0,6,2,06-01-2026
6161,Atorvastatin,UV Spec,HPLC-5,301,310.9,1029,136,251,69,0,0,0,4,5,10-01-2026
6162,Diazepam,UV Spec,HPLC-2,301,310.9,1601,435,796,149,0,0,0,2,2,21-12-2025
6163,Clopidogrel,Assay,UV Spec-9,301,310.8,1473,271,526,43,0,0,0,7,3,17-01-2026
6164,Ibuprofen,UV Spec,Disso-1,300.8,310.7,1917,5,597,84,0,0,0,6,5,18-03-2026
6165,Atorvastatin,Assay,UV Spec-10,300.9,310.7,939,289,543,114,0,0,0,6,0,20-03-2026
6166,Ibuprofen,Dissolution,HPLC-6,300.9,310.7,1514,467,228,45,0,0,0,5,1,29-01-2026
6167,Clopidogrel,UV Spec,IR-2,300.9,310.7,1926,432,380,9,0,0,0,6,3,19-01-2026
6168,Diazepam,Relative Substance,HPLC-3,300.9,310.7,604,66,127,129,0,0,0,6,4,21-02-2026
6169,Diazepam,Assay,IR-3,300.7,310.6,309,232,550,46,1,0,0,7,0,17-02-2026
6170,Diclofenac,Relative Substance,Disso-1,300.7,310.5,1233,433,439,139,0,0,0,1,1,16-03-2026
6171,Atorvastatin,UV Spec,UV Spec-6,300.8,310.5,1310,403,701,133,0,0,0,7,5,27-02-2026
6172,Ibuprofen,Dissolution,Disso-6,300.8,310.6,888,487,591,114,1,0,0,7,4,13-02-2026
6173,Ibuprofen,Dissolution,HPLC-4,300.8,310.6,960,199,195,117,0,0,0,2,5,14-03-2026
6174,Ibuprofen,Assay,IR-3,300.8,310.7,1570,213,431,148,0,0,0,9,4,16-02-2026
6175,Diclofenac,Dissolution,Disso-6,300.9,310.7,285,124,508,28,0,0,0,3,2,11-02-2026
6176,Atorvastatin,Assay,Disso-4,300.9,310.8,1364,243,461,10,1,0,0,5,0,21-03-2026
6177,Clopidogrel,Assay,Disso-6,301,310.9,1906,430,413,28,0,0,0,9,3,30-01-2026
6178,Clopidogrel,Assay,UV Spec-2,301,310.8,1262,174,406,55,0,0,0,5,4,06-02-2026
6179,Diclofenac,Relative Substance,IR-1,301.1,310.9,1717,275,453,127,1,0,0,3,3,02-02-2026
6180,Atorvastatin,Dissolution,IR-2,301.1,310.9,389,271,590,151,0,0,0,0,2,02-01-2026
6181,Diazepam,Dissolution,Disso-1,301,310.9,272,429,68,168,0,0,0,0,1,02-01-2026
6182,Clopidogrel,Assay,IR-3,301,310.8,208,131,739,104,0,0,0,4,4,10-02-2026
6183,Diazepam,Assay,IR-2,301,310.8,930,45,699,132,0,0,0,2,2,13-02-2026
6184,Diclofenac,UV Spec,HPLC-5,301,310.9,963,301,139,142,0,0,0,5,4,22-01-2026
6185,Atorvastatin,Dissolution,Disso-6,301,311,1781,68,859,78,0,0,0,2,0,26-02-2026
6186,Atorvastatin,Assay,HPLC-1,301.1,311,588,198,822,17,0,0,0,1,4,04-03-2026
6187,Diazepam,UV Spec,UV Spec-10,301.1,311,1175,142,722,106,0,0,0,10,3,17-01-2026
6188,Atorvastatin,UV Spec,HPLC-4,301,311,73,287,220,51,0,0,0,3,0,02-02-2026
6189,Diclofenac,Relative Substance,IR-2,301,310.9,1931,62,261,18,1,0,0,4,2,08-01-2026
6190,Diclofenac,Assay,IR-1,301,310.9,1983,326,403,157,0,0,0,10,0,02-03-2026
6191,Ibuprofen,Relative Substance,HPLC-3,300.9,310.9,284,244,436,90,0,0,0,4,5,04-03-2026
6192,Clopidogrel,Dissolution,UV Spec-4,301,310.9,371,235,424,45,0,0,0,7,2,10-02-2026
6193,Diazepam,Assay,UV Spec-1,301,310.9,945,263,737,82,1,0,0,2,5,03-03-2026
6194,Ibuprofen,Assay,Disso-5,301,310.9,1159,341,174,13,0,0,0,3,4,06-03-2026
6195,Atorvastatin,Dissolution,IR-2,300.9,310.8,1850,120,116,93,0,0,0,9,4,25-02-2026
6196,Ibuprofen,Assay,IR-1,300.9,310.8,478,405,38,95,0,0,0,9,1,13-01-2026
6197,Diazepam,Dissolution,HPLC-5,300.9,310.8,238,438,277,78,0,0,0,7,3,11-01-2026
6198,Diazepam,Relative Substance,UV Spec-11,300.9,310.8,1152,467,129,63,0,1,0,0,1,03-03-2026
6199,Ibuprofen,Relative Substance,HPLC-1,301,310.9,806,447,800,162,0,0,0,10,3,14-01-2026
